date,equity,position,ret
2020-06-24,1.0,0,-0.0
2020-06-25,0.9838684650362295,-1,-0.01613153496377051
2020-06-26,0.9852340268728428,1,0.0013879516268091585
2020-06-29,0.9991783997005721,1,0.014153360975553309
2020-06-30,1.0451100869039933,1,0.04596945572200695
2020-07-01,1.0141529383337637,-1,-0.029620945159888556
2020-07-02,1.053471340004407,-1,0.03876969654620577
2020-07-03,1.072552978271649,1,0.018113106206726348
2020-07-06,1.0793773395587327,-1,0.006362726527579854
2020-07-07,1.0850080026122944,-1,0.005216584457724105
2020-07-08,1.0850080026122944,0,0.0
2020-07-09,0.9508782932568646,1,-0.12362094015205005
2020-07-10,0.9508782932568646,0,0.0
2020-07-13,0.9508782932568646,0,0.0
2020-07-14,0.9508782932568646,0,0.0
2020-07-15,0.978031667566022,-1,0.028556098610847624
2020-07-16,0.9611914863678434,-1,-0.017218441648303662
2020-07-17,0.9807279557093284,-1,0.020325262571050717
2020-07-20,1.0137844536867666,-1,0.033706083103881346
2020-07-21,1.0741479064780621,-1,0.05954268934759799
2020-07-22,1.0284489995779964,-1,-0.04254433362897325
2020-07-23,0.9863460726108482,-1,-0.04093827402664041
2020-07-24,0.9819609549286876,-1,-0.004445820593732552
2020-07-27,0.9867237400996,-1,0.00485027958291695
2020-07-28,0.8241740958056323,-1,-0.16473673196264627
2020-07-29,0.7837596957050085,-1,-0.04903624162212794
2020-07-30,0.7050658676329349,1,-0.10040555606943635
2020-07-31,0.711422535531869,-1,0.009015707880278945
2020-08-03,0.711422535531869,0,0.0
2020-08-04,0.710387472415125,-1,-0.001454920339246879
2020-08-05,0.7247710522545061,1,0.020247513361237646
2020-08-06,0.7056298875539769,-1,-0.026409946480323354
2020-08-07,0.6781049027337914,-1,-0.03900767995471277
2020-08-10,0.6412686068899965,-1,-0.05432241485836298
2020-08-11,0.6836941372551305,1,0.0661587514331754
2020-08-12,0.6770416977056685,-1,-0.00973013981978843
2020-08-13,0.6344628625552038,-1,-0.06288953146424237
2020-08-14,0.5947049128104799,-1,-0.06266395102245181
2020-08-17,0.6278839316573126,1,0.05579072600902868
2020-08-18,0.5721332796161637,-1,-0.08879133424229213
2020-08-19,0.5288106912705253,-1,-0.07572114730802393
2020-08-20,0.5631736035263372,-1,0.06498150060705332
2020-08-21,0.5412518923665247,1,-0.038925317206894294
2020-08-24,0.5397273902855606,1,-0.0028166221725314244
2020-08-25,0.5397273902855606,0,0.0
2020-08-26,0.5105871324749186,1,-0.05399069666489287
2020-08-27,0.5105871324749186,0,0.0
2020-08-28,0.5105871324749186,0,0.0
2020-08-31,0.4901987148338862,-1,-0.03993131895472102
2020-09-01,0.4968864277939708,1,0.01364286106370316
2020-09-02,0.4953642986231087,1,-0.0030633341659579427
2020-09-03,0.5241185467481655,1,0.05804667030906496
2020-09-04,0.483308439167627,-1,-0.07786426913098232
2020-09-07,0.4626882950549458,1,-0.042664564575354946
2020-09-08,0.49320715443018176,1,0.0659598690985077
2020-09-09,0.5026154337850393,1,0.019075715488610756
2020-09-10,0.5026154337850393,0,0.0
2020-09-11,0.4992943624966424,1,-0.006607579205013536
2020-09-14,0.4604675876038047,1,-0.07776329518060365
2020-09-15,0.4604675876038047,0,-0.0
2020-09-16,0.46057816434135535,-1,0.00024014011089490417
2020-09-17,0.46057816434135535,0,0.0
2020-09-18,0.45673773117339944,-1,-0.008338287537899003
2020-09-21,0.4147582351807484,-1,-0.09191160074470317
2020-09-22,0.43020445244725014,-1,0.03724149626533735
