date,equity,position,ret
2020-12-21,1.0,0,0.0
2020-12-22,1.0057053141012093,1,0.005705314101209336
2020-12-23,0.9956262317993683,1,-0.01002190419054183
2020-12-24,0.9940311369793509,1,-0.0016021020429871635
2020-12-25,1.0024014055807116,-1,0.00842052958903905
2020-12-28,0.988932232940244,1,-0.013436905181377523
2020-12-29,0.9984335331717503,1,0.009607635301013051
2020-12-30,0.9984335331717503,0,0.0
2020-12-31,0.9848623726616488,1,-0.013592452636270846
2021-01-01,0.9848623726616488,0,0.0
2021-01-04,0.9848623726616488,0,-0.0
2021-01-05,0.9803705911196925,1,-0.004560821559074224
2021-01-06,0.9858686608626932,-1,0.005608154500760021
2021-01-07,0.9776807976996451,1,-0.008305227144438487
2021-01-08,0.9784487900586945,1,0.0007855246424561813
2021-01-11,0.9706432044877422,1,-0.007977510576188673
2021-01-12,0.9735639538477636,1,0.003009086496992275
2021-01-13,0.9733669428455503,1,-0.0002023606168189973
2021-01-14,0.9733669428455503,0,-0.0
2021-01-15,0.9648623992281297,1,-0.008737243112611037
2021-01-18,0.9648623992281297,0,-0.0
2021-01-19,0.9648623992281297,0,0.0
2021-01-20,0.9699986420758632,1,0.005323290504265055
2021-01-21,0.960850778046908,1,-0.009430800861100264
2021-01-22,0.9596072836372626,-1,-0.0012941597572238006
2021-01-25,0.9671349030099247,1,0.007844479195832754
2021-01-26,0.9671349030099247,0,-0.0
2021-01-27,0.9671349030099247,0,0.0
2021-01-28,0.9610358900757139,1,-0.006306269079142335
2021-01-29,0.9552465533783302,-1,-0.0060240587861162265
2021-02-01,0.9482677382277576,1,-0.007305773704067597
2021-02-02,0.9649498903807557,-1,0.017592238436979768
2021-02-03,0.9496568877291915,1,-0.015848494107325917
2021-02-04,0.9496568877291915,0,0.0
2021-02-05,0.9496568877291915,0,0.0
2021-02-08,0.941390071414618,1,-0.008705055922187954
2021-02-09,0.9350749206031729,-1,-0.006708325276848726
2021-02-10,0.91994276342862,1,-0.01618282860670861
2021-02-11,0.9202746170556753,-1,0.00036073290670668445
2021-02-12,0.9094699527496942,1,-0.011740695772474385
2021-02-15,0.9151078179975167,-1,0.006199067083829446
2021-02-16,0.9158163734606445,1,0.0007742863181721127
2021-02-17,0.9233899455280987,-1,0.008269749577456853
2021-02-18,0.9266580786775611,-1,0.003539277382529127
2021-02-19,0.9363108990699398,1,0.01041680919261423
2021-02-22,0.931204267493793,1,-0.005453991383865486
2021-02-23,0.931204267493793,0,0.0
2021-02-24,0.9413886826605199,-1,0.010936821836240895
2021-02-25,0.9466733940530098,1,0.005613740094638109
2021-02-26,0.9326394390622276,-1,-0.014824494993672888
2021-03-01,0.955135425035276,-1,0.024120774900607045
2021-03-02,0.9478385522254961,1,-0.007639621166297461
2021-03-03,0.9478385522254961,0,0.0
2021-03-04,0.9494773247881674,-1,0.001728957488407179
2021-03-05,0.9532937635206142,1,0.004019515403696827
2021-03-08,0.9478376720900579,1,-0.0057234103896856015
2021-03-09,0.9489433984743035,1,0.0011665777978706604
2021-03-10,0.9477515417488322,1,-0.0012559829462827077
2021-03-11,0.9591717980591153,1,0.012049841975682707
2021-03-12,0.9564398302411073,-1,-0.0028482570312597932
2021-03-15,0.95291746177039,-1,-0.003682791493354376
2021-03-16,0.9565494947006412,-1,0.0038114874330285042
2021-03-17,0.9609167247455332,-1,0.0045656080203763105
2021-03-18,0.9609167247455332,0,-0.0
2021-03-19,0.9650040245495943,1,0.004253542163233259
2021-03-22,0.9687696741749687,-1,0.0039022113168200034
2021-03-23,0.9718725144216649,1,0.0032028668210930533
2021-03-24,0.9925512473545969,1,0.02127720727366933
2021-03-25,1.0015357920171883,1,0.009051970552188093
2021-03-26,1.0015357920171883,0,-0.0
2021-03-29,0.9891285206171897,-1,-0.012388245631251182
2021-03-30,0.9891285206171897,0,-0.0
2021-03-31,0.9694636960201151,1,-0.01988096004430684
2021-04-01,0.9788996665278367,-1,0.009733186035184915
2021-04-02,0.9610449983665242,1,-0.018239528290619478
2021-04-05,0.9579600709952383,1,-0.0032099718291332957
2021-04-06,0.9574961299482755,-1,-0.0004843010277879589
2021-04-07,0.9739754055417641,1,0.017210801253451313
2021-04-08,0.9739754055417641,0,0.0
2021-04-09,0.9721353532220701,1,-0.0018892184640643128
2021-04-12,0.9805259416544929,1,0.008631090726834323
2021-04-13,1.0016809903864752,-1,0.021575205543553744
2021-04-14,1.004345137537769,1,0.002659676261067778
2021-04-15,0.9962693921515678,-1,-0.008040806973984571
2021-04-16,0.9819415965489191,1,-0.014381447142229331
2021-04-19,0.9935350821408543,1,0.01180669566569037
2021-04-20,0.9972029771058125,1,0.0036917619024128268
