date,Close,Volume
2019-01-02,1479.6953040478063,1312449.802401071
2019-01-03,1404.1418646885688,1002203.602665474
2019-01-04,1364.9117664467763,1389458.151514866
2019-01-07,1480.9190164052495,1234288.7787120636
2019-01-08,1489.863037080953,1235493.390791643
2019-01-09,1533.444447549697,1015531.2763164028
2019-01-10,1529.4551622678443,1124548.7795927094
2019-01-11,1641.4750997905917,1015632.0490702584
2019-01-14,1677.093546272016,1437514.7282606894
2019-01-15,1607.457191098741,1114543.1020739556
2019-01-16,1593.4108586417594,1443759.9507506848
2019-01-17,1595.5047574028772,1134265.5578523271
2019-01-18,1605.623606629406,812865.0719233053
2019-01-21,1576.8345271713895,751180.9111420999
2019-01-22,1626.6972752339116,866039.289912544
2019-01-23,1620.725092870087,1195423.9910472066
2019-01-24,1665.037683382688,843686.2503001495
2019-01-25,1735.8692552824132,906700.7376126322
2019-01-28,1716.6749216652256,1173681.6421652902
2019-01-29,1606.6293449073346,1405660.770588572
2019-01-30,1613.6840652631208,1005847.9462846711
2019-01-31,1584.1608785200572,772437.3803030977
2019-02-01,1625.133745859529,1020487.9101156916
2019-02-04,1684.4678390034069,673779.4243683971
2019-02-05,1658.0641591036128,1380728.7176484265
2019-02-06,1578.2101420254726,841345.1226628989
2019-02-07,1565.530368883991,1278235.9502553155
2019-02-08,1617.7892470272657,1322540.3307478386
2019-02-11,1703.8631931113837,945790.5846344826
2019-02-12,1757.3598385791317,975744.8753553249
2019-02-13,1793.5624858257243,802707.9911634908
2019-02-14,1945.6152719636732,764691.1653431874
2019-02-15,1918.7331006709726,1189838.698941844
2019-02-18,2002.3396656243153,946959.9426104922
2019-02-19,1987.4924590576536,777366.7132201828
2019-02-20,2003.0285144047443,1094841.207855599
2019-02-21,2017.729023988355,1077787.3645805293
2019-02-22,2011.5208977042014,986861.4962592286
2019-02-25,2121.2982130880173,1127457.2938657918
2019-02-26,2115.0916436923494,1074957.3478692214
2019-02-27,1958.5235237958836,1092304.310904195
2019-02-28,1981.4377135927487,1095668.2134702795
2019-03-01,2067.8512279360934,1179907.5404179317
2019-03-04,2099.3355875863285,826598.5414907167
2019-03-05,1948.029434905771,937465.1201158637
2019-03-06,1991.622983118854,1043048.8498598122
2019-03-07,2052.321238304176,1248991.4392372097
2019-03-08,2113.7291819094794,954329.2336521503
2019-03-11,2051.1200783824456,1243080.102425336
2019-03-12,2110.3188908575466,1543483.3219841488
2019-03-13,2201.348786496462,1068555.5713699171
2019-03-14,2149.9808931002544,969820.6814292952
2019-03-15,2261.3282621881617,855691.5859501798
2019-03-18,2428.0574472073013,1104752.2046361114
2019-03-19,2388.3548591048393,955576.178360028
2019-03-20,2244.452673932193,1416612.919844858
2019-03-21,2204.525701685382,1068868.5258084976
2019-03-22,2222.49931407194,1257957.8595007064
2019-03-25,2203.075327907938,1271462.579001381
