date,Close,Volume
2019-01-02,21.996384082477814,1307232.0270253818
2019-01-03,21.989479527081865,1082310.7329693357
2019-01-04,22.091632029156333,1050633.2266201754
2019-01-07,22.075399496462527,1151453.4990644825
2019-01-08,21.41420693935139,1280889.3677776582
2019-01-09,21.77339862667441,848565.615885342
2019-01-10,22.087519344358707,772253.1897788664
2019-01-11,21.80304065424727,1139836.694237683
2019-01-14,21.39570462889857,1043542.9551041531
2019-01-15,20.816445662463945,1154291.017850844
2019-01-16,20.703249712122343,1026787.4354055747
2019-01-17,20.641714960702462,1371547.6517159205
2019-01-18,20.967306618406507,992038.370842517
2019-01-21,21.476780888156444,1215963.4766819235
2019-01-22,21.53552399283856,945397.6553912607
2019-01-23,21.55287878317643,1350321.9252033476
2019-01-24,21.811878400249377,971114.8940583579
2019-01-25,21.77023260062222,1363086.3670964388
2019-01-28,21.528012331273192,1023405.4113305798
2019-01-29,21.87128770138356,1413906.7584312842
2019-01-30,22.088671573093503,925329.8186312643
2019-01-31,22.001756062583357,1288498.3472800031
2019-02-01,22.029953923412716,1011674.4195246194
2019-02-04,22.033158250854818,1029377.6292697091
2019-02-05,22.226321538446914,1430319.3280424
2019-02-06,22.652040977006404,1237260.7640631907
2019-02-07,22.73659793606425,983167.0222901491
2019-02-08,23.11615179913727,1446323.2672479493
2019-02-11,23.32372596567151,1209734.783067595
2019-02-12,23.07240462459172,997813.4526045193
2019-02-13,23.194170660394988,1315988.676915308
2019-02-14,23.425410582651864,1342228.8525662832
2019-02-15,23.44767247926988,1038616.9436185644
2019-02-18,23.27171041303553,1019554.1324146225
2019-02-19,23.115104760250478,1312337.9536460065
2019-02-20,22.409184676780402,815075.9075368688
2019-02-21,22.395589805931213,1726550.197645042
2019-02-22,22.306167841061132,952703.1696605529
2019-02-25,21.973271659885885,1186401.2217076346
2019-02-26,21.68355364171702,1120809.4373727348
2019-02-27,21.418450076218182,924375.3261907625
2019-02-28,21.359321942305552,1153449.847253794
2019-03-01,21.47156445481741,1175984.234184274
2019-03-04,21.8317288725755,1163397.5553706007
2019-03-05,21.786917017583416,1143526.6753864186
2019-03-06,21.744978180716593,1273586.118996222
2019-03-07,21.99605253528812,1402716.52362398
2019-03-08,21.298441436477173,1046676.8526213339
2019-03-11,21.547928116399888,1192362.5652886077
2019-03-12,21.92067395825289,1412046.5581297984
2019-03-13,22.117823327570093,647436.9536583772
2019-03-14,22.12791278443434,1076415.7174567247
2019-03-15,22.27086488477979,1171897.494705197
2019-03-18,22.15525551704204,1322802.5384511328
2019-03-19,22.73526439516413,1220329.2917987052
2019-03-20,23.088407496446067,987099.9511301939
2019-03-21,23.107800757496967,1265143.2860760551
2019-03-22,22.618702777152098,1497381.981739202
2019-03-25,22.35865402968685,1172929.3091291285
2019-03-26,21.941896498597778,1304612.2462313229
2019-03-27,21.675255051900223,1173758.1653789096
2019-03-28,21.466175177957783,1025625.8701050834
2019-03-29,20.984081855240138,1482751.0012479264
2019-04-01,20.622500341512445,872572.5767636877
2019-04-02,20.79695256660324,1368185.7464470428
2019-04-03,20.829328750663272,945990.6089672323
2019-04-04,20.216832281779322,1064413.7002587179
2019-04-05,20.081993437807128,1227474.2553115843
2019-04-08,20.52463676691591,753189.9759441332
2019-04-09,20.143478705570267,943021.3207812781
2019-04-10,20.40111664525516,1215935.324326689
2019-04-11,20.523245968124687,1277010.3352871216
2019-04-12,20.276768771244924,1042546.8183978995
2019-04-15,20.108243694581336,774661.630469874
2019-04-16,19.500765566720556,1088401.382198309
2019-04-17,19.409022738239955,1138357.5189606429
