date,Close,Volume
2019-01-02,83.4321180158909,939102.8996448432
2019-01-03,80.752174103085,1006042.9868451473
2019-01-04,85.25618577276637,878796.1724200951
2019-01-07,83.5748553757076,829694.2163401593
2019-01-08,83.22403591938553,1145706.0125154492
2019-01-09,78.26263415550805,1210195.0598513782
2019-01-10,77.08006177279155,1352758.0386144025
2019-01-11,76.9540636021,1111639.0040402345
2019-01-14,73.44411523159279,916354.6420326547
2019-01-15,75.51681756311525,1253706.658950791
2019-01-16,84.1504396124476,1280127.4577353667
2019-01-17,87.36502685973701,986093.2811513543
2019-01-18,88.8809890721399,975115.6418978444
2019-01-21,88.43523681247976,852946.26905537
2019-01-22,99.82403757726249,1289733.4396542266
2019-01-23,104.52653507580975,1128425.745510613
2019-01-24,101.01622511483838,1127549.7374879443
2019-01-25,101.78025536865417,707226.9684789366
2019-01-28,101.85993463627818,684903.6596368742
2019-01-29,104.93426065536475,1247165.985335505
2019-01-30,103.42137793035711,1269811.4651865945
2019-01-31,108.06583599592771,1566828.5749931158
2019-02-01,112.809355106906,1366546.187320918
2019-02-04,117.3412563113199,1113133.5605524727
2019-02-05,128.4201521277754,1021425.6516347238
2019-02-06,133.68464992135966,1573280.6100812803
2019-02-07,127.03133967638017,1318229.118766132
2019-02-08,121.7541927226734,1112444.1599662988
2019-02-11,127.47751158239554,1096725.7226761063
2019-02-12,126.59596634857897,615993.0654485475
2019-02-13,121.46196090095651,1314694.514452815
2019-02-14,106.46876599770997,1036603.6355478734
2019-02-15,107.58511667550194,1114259.5555864642
2019-02-18,107.62135068894011,1390444.3484828696
2019-02-19,114.94177196123022,1069397.3232622533
2019-02-20,115.29678830654703,1212800.2573817747
2019-02-21,124.19369889369405,1253243.7694447045
2019-02-22,119.00241612417317,997357.1073650114
2019-02-25,127.63388365500347,802479.9866255338
2019-02-26,130.41484067289795,1098890.2985070369
2019-02-27,133.2007412738413,781080.417140854
2019-02-28,124.85050158531755,1135022.8036623867
2019-03-01,127.73461251840642,855637.368554417
2019-03-04,136.02349853528443,1073494.1969981235
2019-03-05,133.78553385956232,1010476.6410299174
2019-03-06,128.06127854164927,1057654.527867425
2019-03-07,126.09171484014766,1461159.317965208
2019-03-08,124.14981999915324,1656065.8296940164
2019-03-11,122.43185939264848,905383.7241895094
2019-03-12,127.55172601717857,1056606.0484027877
2019-03-13,129.08479620988257,1238533.978394998
2019-03-14,134.94922926213582,1224095.577414926
2019-03-15,145.86989614297025,1167020.672570116
2019-03-18,149.45123999901912,935058.3531049334
2019-03-19,160.5629277555157,941214.5670626804
2019-03-20,148.78633404348088,1132462.2052196753
2019-03-21,156.1117191709931,1224579.6402604284
2019-03-22,154.29310108693264,1071701.3222994101
2019-03-25,148.47321792144555,905931.7313654064
2019-03-26,145.22684598276922,921201.2187324349
2019-03-27,149.79722552478268,1147472.8681409531
2019-03-28,154.55755466693566,1016356.9874827222
2019-03-29,146.25770458605896,1101719.6286001373
2019-04-01,143.64635501528858,1164527.1121127987
2019-04-02,146.41009597243874,931013.1937695635
2019-04-03,144.73087834772252,825659.4888913084
2019-04-04,148.77585708617775,1528038.4361622692
2019-04-05,141.83472455373516,1084225.399742868
2019-04-08,141.34683111976148,1383724.5251695933
2019-04-09,144.78977780609836,1230377.1944152825
2019-04-10,141.56800337034787,1185458.7783320562
2019-04-11,142.89071790144845,1042009.1526213152
2019-04-12,136.73557625858177,1114984.226209118
2019-04-15,139.7115265927079,931451.7822574308
2019-04-16,132.78100538125537,1238393.1896094664
